document_id,process_id,title,folder,agency,action_type,state,register_date,total_count
14731,2000101,Bear River Narrows Hydroelectric Project P-12486 Final EIS,EisDocuments-207382,Federal Energy Regulatory Commission,Energy generation/transmission;Water Works,ID,5/6/16,1
14989,2000383,Gap Landscape Restoration Project,EisDocuments-207406,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,5/6/16,2
15404,2000949,Rim Fire Reforestation,EisDocuments-207157,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,4/29/16,1
3662,1001327,Elk Late-Successional Reserve Enhancement Project,EisDocuments-206709,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,4/22/16,1
2655,1000946,Continental Divide Creston Natural Gas Development Project,EisDocuments-206386,Bureau of Land Management,Mineral Resource Extraction,WY,4/15/16,1
14207,1005149,Western Oregon Resource Management Plan,EisDocuments-206516,Bureau of Land Management,Land Management Plan,OR,4/15/16,5
13733,1003720,"Vegetation Treatments Using Aminopyralid, Fluroxypyr, and Rimsulfuron on Bureau of Land Management Lands in 17 Western States",EisDocuments-205979,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use,AK;AZ;CA;CO;ID;MT;NV;NM;ND;OK;OR;TX;SD;UT;WA;WY,4/8/16,1
8524,1003135,Next NGA West Campus in the Greater St. Louis Metropolitan Area,EisDocuments-205721,National Geospatial-Intelligence Agency,Government Facilities/Operations,MO;IL,4/1/16,9
5217,2000473,Hawaii Volcanoes National Park Management Plan,EisDocuments-204733,National Park Service,Land Management Plan,HI,3/11/16,8
3237,1001171,Disposal of Greater-than-Class-C (GTCC) Low-Level Radioactive Waste and GTCC-Like Waste,EisDocuments-204284,Department of Energy,Waste Mgmt.,NM;NV;ID;WA;SC,3/4/16,5
15304,1412,PROGRAMMATIC - Deepwater Horizon Oil Spill Final Programmatic Damage Assessment and Restoration Plan,EisDocuments-188062,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,AL;FL;MS;TX;LA,2/19/16,2
15086,2000514,I-94 East-West Corridor (70th St - 16th St) Milwaukee County WI (Project ID 1060-27-00),EisDocuments-187570,Federal Highway Administration,Transportation,WI,2/12/16,1
14743,2000130,Blackfoot Travel Plan (Non-Winter),EisDocuments-187188,Forest Service,Recreation,MT,2/5/16,4
6173,1002261,Kahler Dry Forest Restoration,EisDocuments-186641,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,1/29/16,2
5614,2000509,I-70 East,EisDocuments-185401,Federal Highway Administration,Transportation,CO,1/15/16,7
9614,1003405,Panoche Valley Solar Project,EisDocuments-185061,U.S. Army Corps of Engineers,Energy generation/transmission,CA,12/31/15,4
13626,1004829,Upper Truckee River and Marsh Restoration Project,EisDocuments-184661,Bureau of Reclamation,Conservation/Restoration/ Bio. Resource use,CA,12/18/15,1
2699,2000250,Coordinated Long-Term Operation of the Central Valley Project and State Water Project,EisDocuments-183755,Bureau of Reclamation,Water Works,CA,12/4/15,2
171,1002242,ADOPTION - Jordan Cove Energy and Pacific Connector Gas Pipeline Project,EisDocuments-180030,Forest Service,Mineral Resource Extraction,OR,11/20/15,7
3146,1001142,Desert Renewable Energy Conservation Plan Proposed Land Use Plan Amendment,EisDocuments-182181,Bureau of Land Management,Energy generation/transmission,CA,11/13/15,2
8766,2000769,NorthMet Mining Project and Land Exchange,EisDocuments-182544,U.S. Army Corps of Engineers,Land Exchange;Mineral Resource Extraction,MN,11/13/15,9
15017,2000429,Great Northern Transmission Line Project,EisDocuments-180605,Department of Energy,Energy generation/transmission,MN,11/6/15,2
15219,2000695,Monomoy National Wildlife Refuge Comprehensive Conservation Plan,EisDocuments-180621,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,MA,11/6/15,1
15444,2001000,Schofield Generating Station Project U.S. Army Garrison-Hawaii,EisDocuments-179841,United States Army,Energy generation/transmission,HI,10/30/15,2
10813,2000978,Saddle Lakes Timber Sale,EisDocuments-179525,Forest Service,Conservation/Restoration/ Bio. Resource use,AK,10/23/15,3
9968,2000847,Port Ambrose Deepwater Port Application,EisDocuments-179221,U.S. Coast Guard,Mineral Resource Extraction,NY,10/16/15,1
6124,1002242,Jordan Cove Energy and Pacific Connector Gas Pipeline Project,EisDocuments-178660,Federal Energy Regulatory Commission,Mineral Resource Extraction,OR,10/9/15,7
6946,914,Los Angeles River Ecosystem Restoration Integrated Feasibility Report,EisDocuments-178101,U.S. Army Corps of Engineers,Conservation/Restoration/ Bio. Resource use,CA,10/2/15,2
8900,2000773,Northwest Training and Testing,EisDocuments-178067,United States Navy,Government Facilities/Operations,WA;OR;CA;AK;Pacific Ocean,10/2/15,9
11455,1004186,Skokomish River Ecosystem Restoration,EisDocuments-177152,U.S. Army Corps of Engineers,Conservation/Restoration/ Bio. Resource use,WA,9/25/15,1
11739,1004294,South San Francisco Bay Shoreline Phase I,EisDocuments-177422,U.S. Army Corps of Engineers,Water Works,CA,9/25/15,4
14740,2000118,Bill Williams Mountain Restoration Project,EisDocuments-175101,Forest Service,Conservation/Restoration/ Bio. Resource use,AZ,8/28/15,1
14934,2000334,Everglades National Park General Management Plan / East Everglades Wilderness Study,EisDocuments-175655,National Park Service,Land Management Plan,FL,8/28/15,2
3252,1001178,Divide Travel Plan,EisDocuments-174767,Forest Service,Transportation,MT,8/21/15,4
10995,2000989,San Luis Valley National Wildlife Refuge Complex,EisDocuments-174806,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,CO,8/21/15,1
7887,1002908,Monroe Mountain Aspen Ecosystems Restoration Project,EisDocuments-174148,Forest Service,Conservation/Restoration/ Bio. Resource use,UT,8/14/15,1
11280,1004121,Shasta Lake Water Resources Investigation,EisDocuments-174410,Bureau of Reclamation,Water Works,CA,8/14/15,1
13399,2001178,US-95 Thorncreek Road to Moscow,EisDocuments-173709,Federal Highway Administration,Transportation,ID,8/14/15,1
15595,2001226,Westside Fire Recovery Project,EisDocuments-173863,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,8/7/15,9
15133,851,Lake Tahoe Basin Management Unit Land Management Plan Final Environmental Impact Statement,EisDocuments-173161,Forest Service,Recreation,CA;NV,7/17/15,5
2230,1000782,Charleston Harbor Post 45,EisDocuments-172340,U.S. Army Corps of Engineers,Water Works,SC,7/10/15,1
11553,1004222,Soda Mountain Solar Project Proposed Plan Amendment,EisDocuments-169009,Bureau of Land Management,Energy generation/transmission,CA,6/12/15,10
1279,2000117,Bighorn Basin Proposed Resource Management Plan,EisDocuments-168192,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use,WY,5/29/15,1
1291,1000432,Billings and Pompeys Pillar National Monument Proposed Resource Management Plan,EisDocuments-167629,Bureau of Land Management,Land Management Plan,MT,5/29/15,3
1602,3000001,Buffalo Proposed Resource Management Plan,EisDocuments-167219,Bureau of Land Management,Land Management Plan,WY,5/29/15,2
5739,2000517,Idaho and Southwestern Montana Greater Sage-Grouse Proposed Land Use Plan Amendments,EisDocuments-167697,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use,ID;MT;UT,5/29/15,11
8384,3000030,Nevada and Northeastern California Greater Sage-Grouse Proposed Land Use Plan Amendments,EisDocuments-168131,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use,NV;CA,5/29/15,10
8874,3000033,Northwest Colorado Greater Sage-Grouse Proposed Land Use Plan Amendments,EisDocuments-167899,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use,CO,5/29/15,5
9085,1290,Oregon Greater Sage-Grouse Proposed Land Use Plan Amendments,EisDocuments-168185,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use;Land Management Plan,OR,5/29/15,4
11634,1004251,South Dakota Field Office Proposed Resource Management Plan,EisDocuments-167438,Bureau of Land Management,Land Management Plan,SD,5/29/15,1
13649,,Utah Greater Sage-Grouse Proposed Land Use Plan Amendments,EisDocuments-168163,Bureau of Land Management,Land Management Plan,UT;CA;NV;OR;ID;MT,5/29/15,7
14508,1005287,Wyoming Greater Sage-Grouse Proposed Land Use Plan Amendments,EisDocuments-167915,Bureau of Land Management,Land Management Plan,WY,5/29/15,1
7329,1002663,Mariana Islands Training and Testing Final EIS-OEIS,EisDocuments-152762,United States Navy,Government Facilities/Operations,GU;CNMI,5/22/15,1
15549,,US 281,EisDocuments-152384,Federal Highway Administration,Transportation,TX,5/22/15,1
14979,2000371,Four Corners Power Plant and Navajo Mine Energy Project,EisDocuments-137732,Office of Surface Mining Reclamation and Enforcement,Energy generation/transmission,NM,5/1/15,1
15537,2001131,TransWest Express Transmission Project,EisDocuments-89330,Bureau of Land Management,Energy generation/transmission,WY,5/1/15,2
7260,1002640,Malheur National Forest Site-Specific Invasive Plants Treatment,EisDocuments-137723,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,4/24/15,1
4767,2000417,Grand Junction Field Office Proposed Resource Management Plan,EisDocuments-89324,Bureau of Land Management,Land Management Plan,CO,4/10/15,3
11247,1004104,Sequoia and Kings Canyon National Parks Wilderness Stewardship Plan,EisDocuments-89305,National Park Service,Land Management Plan,CA,4/3/15,7
10186,1003740,Proposed Resource Management Plan Amendment for Oil and Gas Development in the White River Field Office,EisDocuments-89300,Bureau of Land Management,Land Management Plan,CO,3/27/15,2
15340,2000851,Port Everglades Harbor Navigation Study,EisDocuments-89283,U.S. Army Corps of Engineers,Water Works,FL,3/20/15,7
5241,634,Heavenly Epic Discovery Project,EisDocuments-89245,Forest Service,Recreation,CA,3/6/15,1
306,1000065,Aguirre Offshore GasPort Project,EisDocuments-89259,Federal Energy Regulatory Commission,Mineral Resource Extraction,PR;Caribbean Sea,2/27/15,1
3458,1001258,East Deer Lodge Valley Landscape Restoration Management,EisDocuments-89264,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,2/27/15,1
3459,1001258,East Deer Lodge Valley Landscape Restoration Management Project,EisDocument-USFS-00009,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,2/27/15,1
4709,1001730,Golden Hand No. 1 and No. 2 Lode Mining Claims Project,EisDocuments-89166,Forest Service,Mineral Resource Extraction,ID,12/29/14,1
2728,1000970,Cordell Bank and Gulf of the Farallones National Marine Sanctuaries Expansion,EisDocuments-89159,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use;Cultural/Historical,CA,12/19/14,2
10472,1554,Revised Land and Resource Management Plan for the George Washington National Forest,EisDocuments-89151,Forest Service,Land Management Plan,VA,12/19/14,2
9143,1003365,Ozark National Scenic Riverways General Management Plan,EisDocuments-89137,National Park Service,Land Management Plan,MO,12/12/14,1
15421,2001066,SR-126 (Memorial Boulevard) Improvement Project from East Center Street to I-81,EisDocuments-89133,Federal Highway Administration,Transportation,TN,12/12/14,2
14912,2000301,East Bay Hills Final Hazardous Fire Risk Reduction,EisDocuments-89131,Federal Emergency Management Agency,Conservation/Restoration/ Bio. Resource use,CA,12/5/14,1
15513,2001105,Teckla-Osage-Rapid City 230 kV Transmission Line Project,EisDocuments-89128,Forest Service,Energy generation/transmission,WY,12/5/14,1
15372,7000009,Proposed Revision to the Regulations for the Nonessential Experimental Population of the Mexican Wolf (Canis lupus baileyi),EisDocuments-87751,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,AZ,11/28/14,1
13507,1004786,Update of the Water Control Manual for the Alabama-Coosa-Tallapoosa River Basin in Georgia and Alabama,EisDocuments-88486,U.S. Army Corps of Engineers,Water Works,AL,11/7/14,1
11710,1004283,South Mountain Freeway (Loop 202),EisDocuments-88273,Federal Highway Administration,Transportation,AZ,9/26/14,3
10508,1003839,Rim Fire Recovery,EisDocuments-88160,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,9/5/14,2
920,1000289,Bailey Aeneas Revis and Tunk Livestock Grazing Analysis,EisDocuments-88064,Forest Service,Land Management Plan,WA,8/22/14,3
2132,1000756,Central Everglades Planning Project,EisDocuments-87959,U.S. Army Corps of Engineers,Water Works,FL,8/8/14,3
3585,2000313,Eden Ridge Timber Sales,EisDocuments-87957,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,8/8/14,2
9885,1003511,Placer Vineyards Specific Plan,EisDocuments-87887,U.S. Army Corps of Engineers,Economic and Urban Development/Commerce,CA,7/25/14,1
9245,2000874,PROGRAMMATIC - Deepwater Horizon Oil Spill: Phase III Early Restoration Plan,EisDocuments-87835,Department of the Interior,Conservation/Restoration/ Bio. Resource use,Gulf of Mexico;TX;LA;MS;AL;FL,6/27/14,2
12183,1004456,Sugarloaf Hazardous Fuels Reduction,EisDocuments-87792,Forest Service,Waste Mgmt.,CA,6/27/14,1
1798,1000618,Calcasieu Lock Louisiana Feasibility Study,EisDocuments-87788,U.S. Army Corps of Engineers,Water Works,LA,6/20/14,1
14454,1005263,Wolf Fuels and Vegetation Management Project,EisDocument-USFS-00054,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,6/20/14,2
3289,1001193,Downeast Liquefied Natural Gas (LNG) Project,EisDocuments-88365,Federal Energy Regulatory Commission,Energy generation/transmission,ME,5/23/14,2
12088,1004420,Steller Sea Lion Protection Measures for Groundfish Fisheries in the Bering Sea and Aleutian Islands Management Area,EisDocuments-88364,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,AK,5/23/14,4
4785,560,Grand Parkway Segments H and I-1,EisDocuments-88463,Federal Highway Administration,Transportation,TX,5/9/14,1
7846,2000691,Moffat Collection System Project,EisDocuments-88462,U.S. Army Corps of Engineers,Water Works,CO,4/25/14,2
9300,2000881,PROGRAMMATIC - Hawaiian Monk Seal Recovery Actions,EisDocuments-88205,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,HI,4/11/14,10
6976,1002566,Lost Creek-Boulder Creek Landscape Restoration Project,EisDocuments-88155,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,4/4/14,2
11387,1004158,Sierrita Pipeline Project,EisDocuments-88156,Federal Energy Regulatory Commission,Energy generation/transmission,AZ,4/4/14,1
12871,1004690,Tuolumne Wild and Scenic River Final Comprehensive Management Plan,EisDocuments-88003,National Park Service,Recreation,CA,3/14/14,1
6182,799,Kaibab National Forest Plan Revision,EisDocuments-87998,Forest Service,Land Management Plan,AZ,3/7/14,1
9287,1003648,PROGRAMMATIC - Geological and Geophysical Activities in Federal Waters of the Mid- and South Atlantic Outer Continental Shelf and Adjacent State Waters,BOEM_2010,Bureau of Ocean Energy Management,,DE;FL;GA;MD;NC;SC,3/7/14,1
1083,1000358,Beaver Creek,EisDocuments-87937,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,2/28/14,1
7538,1002757,Merced Wild and Scenic River Final Comprehensive Management Plan,EisDocuments-87877,National Park Service,Land Management Plan,CA,2/14/14,2
3200,3000006,Dewey-Burdock Project Supplement to the Generic Environmental Impact Statement for In-Situ Leach Uranium Milling Facilities,EisDocuments-87875,Nuclear Regulatory Commission,Energy generation/transmission,SD,2/7/14,1
10431,1541,Remote Vaccination Program to Reduce the Prevalence of Brucellosis in Yellowstone Bison,EisDocuments-87778,National Park Service,Conservation/Restoration/ Bio. Resource use,WY,1/24/14,3
11363,1699,Show Low South Land Exchange,EisDocument-USFS-00071,Forest Service,Land Exchange,AZ,12/27/13,1
7898,2000698,Montana Snowbowl Expansion,EisDocument-USFS-00065,Forest Service,Recreation,MT,12/13/13,1
12671,2001123,Tollgate Fuels Reduction,EisDocument-USFS-00073,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,12/13/13,22
5892,2000530,Interstate 5 North Coast Corridor Project,EisDocuments-88180,Federal Highway Administration,Transportation,CA,11/15/13,1
5188,2000470,Harris Vegetation Management Project,EisDocuments-88248,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,11/8/13,2
5726,711,Idaho Panhandle National Forests Revised Land Management Plan,EisDocument-USFS-00022,Forest Service,Land Management Plan,ID,10/4/13,1
5878,735,Interstate 25 Improvements through Pueblo,EisDocuments-88175,Federal Highway Administration,Transportation,CO,9/13/13,5
10241,1483,Purple Line Draft Section 4(f) Evaluation,EisDocuments-88285,Federal Transit Administration,Transportation,MD,9/6/13,1
14422,,Winnemucca District Proposed Resource Management Plan,EisDocuments-89093,Bureau of Land Management,Land Management Plan,NV,9/6/13,2
14093,1005108,West Bend Vegetation Management Project,EisDocuments-88191,Forest Service,Land Management Plan,OR,8/9/13,1
15662,2000041,Amendment 14 to the Atlantic Mackerel Squid and Butterfish Fishery Management Plan Implementation,NOAA_0020,National Oceanic and Atmospheric Administration,,Atlantic Ocean;MA;NJ;RI;ME;NY;CT;NC;VA;MD;NH;DE,8/5/13,1
10749,1002351,Runway Safety Area Improvements Kodiak Airport,EisDocuments-88026,Federal Aviation Administration,Transportation,AK,8/2/13,5
10885,1626,Salton Sea Species Conservation Habitat Project,EisDocuments-87866,U.S. Army Corps of Engineers,Conservation/Restoration/ Bio. Resource use,CA,7/26/13,1
1276,2000116,Big Thorne Project,EisDocuments-88188,Forest Service,Conservation/Restoration/ Bio. Resource use,AK,7/12/13,12
2016,1000706,Casa Diablo IV Geothermal Development Project,EisDocuments-89059,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use,CA,7/5/13,2
7833,1002887,Modernization and Enhancement of Ranges Airspace and Training Areas in the Joint Pacific Alaska Range Complex in Alaska,EisDocuments-87993,United States Air Force,Government Facilities/Operations,AK,6/28/13,1
7467,1002717,McKay Fuels and Vegetation Management Project,EisDocuments-88147,Forest Service,Land Management Plan,OR,6/14/13,3
8533,1186,NiSource Multi-Species Habitat Conservation Plan EIS,EisDocuments-88397,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,OH;PA;MD;VA,6/14/13,1
12208,2001092,SunZia Southwest Transmission Project Proposed Resource Management Plan Amendments,EisDocuments-89028,Bureau of Land Management,Energy generation/transmission,NM,6/14/13,2
6369,2000560,Klamath Facilities Removal,EisDocuments-87804,Bureau of Reclamation,Water Works,CA,6/7/13,29
4758,2000416,Grand Ditch Breach Restoration,EisDocuments-88442,National Park Service,Conservation/Restoration/ Bio. Resource use,CO,5/31/13,1
8943,1284,OR 62: I-5 to Dutton Road,EisDocuments-88125,Federal Highway Administration,Transportation,OR,5/3/13,2
527,4000016,Amendment 5 to the Atlantic Herring Fishery Management Plan,EisDocuments-88336,National Marine Fisheries Service,Conservation/Restoration/ Bio. Resource use,Atlantic Ocean;National,4/26/13,3
4519,494,Gateway West Transmission Line Project Wyoming and Idaho,EisDocuments-89024,Bureau of Land Management,Energy generation/transmission,WY,4/26/13,1
9568,1003387,Pack and Saddle Stock Outfitter-Guide Special Use Permit Issuance,EisDocuments-88090,Forest Service,Recreation,WA,3/8/13,1
11430,1004177,Site-Wide EIS - Continued Operation of the Department of Energy/National Nuclear Security Administration Nevada National Security Site and Off-Site Location in Nevada,NNSA_5003,National Nuclear Security Administration,,NV,2/22/13,11
454,2000035,Alta East Wind Project Proposed Plan Amendment,EisDocuments-88861,Bureau of Land Management,Energy generation/transmission,CA,2/15/13,1
5992,765,Izembek National Wildlife National Wildlife Refuge Land Exchange/Road Corridor,EisDocuments-88347,Fish and Wildlife Service,Land Exchange,AK,2/15/13,13
8052,2000712,Mt. Bachelor Ski Area Improvements Project,EisDocuments-88048,Forest Service,Recreation,OR,2/15/13,1
10512,1003841,Rim Paunina Project and Forest Plan Amendments Crescent Ranger District Deschutes National Forest Klamath County OR,EisDocuments-88042,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,2/1/13,12
5984,1002190,Issuing Annual Quotas to the Alaska Eskimo Whaling Commission (AEWC) for a Subsistence Hunt on Bowhead Whales for the Years 2013 through 2017/2018,NOAA_0148,National Oceanic and Atmospheric Administration,,AK;WA;Pacific Ocean;Chukchi Sea;Beaufort Sea,1/18/13,11
10133,1003605,Prime Hook National Wildlife Refuge Development of a Comprehensive Conservation Plan Milton DE,EisDocuments-88815,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,DE,1/4/13,1
131,1000684,ADOPTION - Cape Wind Energy Project Nantucket Sound Offshore of Massachusetts DOE/EIS-0470 Barnstable Nantucket and Duke Counties MA and Washington County RI,EisDocuments-76963,Department of Energy,Energy generation/transmission,MA,12/31/12,2
8257,1003017,National Petroleum Reserve - Alaska (NPR-A) Integrated Activity Plan North Slope Borough AK,EisDocuments-75917,Bureau of Land Management,Mineral Resource Extraction,AK,12/31/12,39
5166,1001880,Hanford Site Tank Closure and Waste Management Project Richland Benton County WA,EisDocuments-76962,Department of Energy,Waste Mgmt.,WA,12/14/12,5
11191,1004085,Searchlight Wind Energy Project NVN-084626 and NVN-086777 Application for Right-of-Way Grant on Public Land to Develop Construct Operate Maintain and Decommission of a 200 megawatt Wind Energy Facility USACE Section 404 Permit Clark County NV,EisDocuments-75915,Bureau of Land Management,Mineral Resource Extraction,NV,12/14/12,1
8259,1003017,National Petroleum Reserve-Alaska (NPR-A) Integrated Activity Plan North Slope Borough AK,EisDocument-BLM-00018,Bureau of Land Management,Mineral Resource Extraction,AK,11/16/12,73
2447,1000866,Clearwater Program Master Facilities Plan To Meet the Wastewater Management Needs of the Joint Outfall System (JOS) Through the Year 2050 Los Angeles County CA,EisDocuments-84574,U.S. Army Corps of Engineers,Water Works,CA,11/9/12,1
10462,1003825,Restoration Design Energy Project Proposed Resource Management Plan Amendments Identifying Lands Across Arizona Suitable for Renewable Energy Development AZ,EisDocuments-76405,Bureau of Land Management,Energy generation/transmission,AZ,11/2/12,1
373,1000092,Alaska Stand Alone Gas Pipeline Construction and Operation of a 737 mile Pipeline to Transport Supply of Natural Gas and Natural Gas Liquids from Alaska's North Slope to Fairbanks Anchorage and the Cook Inlet Area by 2019 USACE Section 10 and 404 Permits NPDES Permit AK,EisDocuments-84573,U.S. Army Corps of Engineers,Mineral Resource Extraction,AK,10/26/12,21
6846,1002519,Lonesome Wood Vegetation Management 2 Project Areas Lake Ranger District Gallatin National Forest Gallatin County MT,EisDocuments-86775,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,10/12/12,1
7997,1002950,Mount Hope Project Molybdenum Mining and Processing Operation Eureka County NV,EisDocuments-76402,Bureau of Land Management,Mineral Resource Extraction,NV,10/12/12,1
8023,1002957,Mountain Pine Beetle Response Project Implementing Multiple Resource Management Activities Black Hills National Forest Custer Fall River Lawrence Meade and Pennington Counties SD and Crook and Weston Counties WY,EisDocument-USFS-00029,Forest Service,Conservation/Restoration/ Bio. Resource use,SD,9/21/12,4
4632,534,Giant Sequoia National Monument Sequoia National Forest Plan Amendment Tulare Kerns Fresno Counties CA,EisDocument-USFS-00061,Forest Service,Cultural/Historical;Land Management Plan,CA,9/7/12,9
928,1000293,Bakersfield Proposed Resource Management Plan Madera San Luis Obispo Santa Barbara Ventura Kings Tulare Fresno and Kern Counties CA,EisDocument-NEPAccess-00014,Bureau of Land Management,Land Management Plan,CA,8/31/12,2
11321,1004136,Sheldon National Wildlife Refuge Project Draft Resource Conservation Plan Implementation Humboldt and Washoe Counties NV and Lake County OR,EisDocument-FWS-00009,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,NV,8/24/12,1
9059,1003336,On Top Hazardous Fuels Reduction Project To Disclose the Environmental Effects of a Federal Proposal on National Forest System (NFS) Land Plumas National Forest Feather River Ranger District Plumas Butte Counties CA,EisDocument-USFS-00033,Forest Service,Waste Mgmt.,CA,8/17/12,4
987,4000024,Barren Ridge Renewable Transmission Project Construct Operate Maintain and Upgrade 220kV Electrical Transmission Lines and Switching Stations Kern and Los Angeles Counties CA,EisDocument-USFS-00055,Forest Service,Energy generation/transmission,CA,8/10/12,1
2405,1000850,Clark Lincoln and White Pine Counties Groundwater Development Project Construction and Operation of Pipeline System and Associated Infrastructure Right-Of-Way Application Clark Lincoln White Pine NV,EisDocument-NEPAccess-00024,Bureau of Land Management,Mineral Resource Extraction,NV,8/3/12,2
12421,1004523,Tappan Zee Hudson River Crossing Project To Provide an Improved Hudson River Crossing between Rockland and Westchester Counties Funding USACE Section 10 and 404 Permits Rockland and Westchester Counties NY,EisDocument-FHWA-00015,Federal Highway Administration,,NY,8/3/12,1
7345,2000646,Marine Corps Air Ground Combat Center Project Land Acquisition and Airspace Establishment to Support Large-Scale MAGTF Live-Fire and Maneuver Training Facility Twentynine Palms San Bernardino County CA,EisDocument-USN-00004,United States Marine Corps,Government Facilities/Operations,CA,7/27/12,1
9391,2000890,PROGRAMMATIC - Northern Border Activities Program Propose to Enhance its Program of Security along the United States' Northern Border with Canada from Maine to Washington,EisDocument-NEPAccess-00078,Department of Homeland Security,Government Facilities/Operations;Transportation,,7/27/12,1
9438,1003703,PROGRAMMATIC - Solar Energy Development in Six Southern States To Identify and Prioritze Specific Locations Best Suited for Utility Scale Solar Energy Development on Public Lands AZ CA CO NV NM and UT,EisDocument-BLM-00019,Bureau of Land Management,Energy generation/transmission,AZ;CA;CO;NV;NM;UT,7/27/12,12
11685,1004272,South George Vegetation and Fuels Management Project To Improve Forest Health and Resilience to Fire Insects and Disease in Upland Forests Pomerory Ranger District Umatilla National Forest Asotin and Garfield Counties WA,EisDocument-USFS-00042,Forest Service,Conservation/Restoration/ Bio. Resource use,WA,7/27/12,7
17502,,TH 60,2012_8103,Federal Highway Administration,,MN,7/26/12,1
2846,1001023,Creeks II Forest Restoration Project Proposal to Protect Rural Communities from Hazards by Constructing Fuel Breaks known as Defensible Fuel Profile Zones (DFPZs) Lassen National Forest Almanor Ranger District Plumas County CA,EisDocument-USFS-00058,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,7/13/12,1
9513,1003729,PROGRAMMATIC EIS - Outer Continental Shelf Oil and Gas Leasing Program -2012-2017 in Six Planning Area Western Central and Eastern Gulf of Mexico Cook Inlet the Beaufort Sea and the Chukchi Sea,EisDocuments-75985,Bureau of Ocean Energy Management,Mineral Resource Extraction,TX;LA;MS;AL;FL;AK;Gulf of Mexico;Beaufort Sea;Chukchi Sea;Cook Inlet;Atlantic Ocean,7/6/12,26
11063,1004032,Santa Fe National Forest Travel Management Proposes to Provide for a System of Road Trails and Areas Designated for Motorized Use Sante Fe NM,EisDocuments-87177,Forest Service,Land Management Plan,NM,7/6/12,1
3858,1001394,Fagatele Bay National Marine Sanctuary Management Plan Implementation Tutuila Island American Samoa,EisDocuments-81172,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,AS;South Pacific Ocean,6/22/12,17
2227,1000781,Charles M. Russell National Wildlife Refuge and UL Bend National Wildlife Refuge Comprehensive Conservation Plan To Provide Alternatives and Identify Consequences Fergus Petroleum Garfield McCone Valley and Phillips Counties MT,EisDocument-FWS-00002,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,MT,5/18/12,1
6021,1002204,Jackson Vegetation Management Project Implementation Paulina Ranger District Ochoco National Forest Crook and Wheeler Counties OR,EisDocuments-87109,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,OR,5/18/12,2
11933,1004363,Sparring Bulls Project Proposes Timber Harvest Non-commercial Fuels Reduction Prescribed Burning and Watershed Improvement Activities Three Rivers Ranger District Kootenal National Forest Lincoln County MT,EisDocument-USFS-00044,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,5/18/12,1
399,1000102,Algoma Vegetation Management Project Proposing to Protect and Promote Conditions of Late-Successional Forest Ecosystem on 4 666 Acres Shasta-Trinity National Forest Siskiyou County CA,EisDocument-USFS-00001,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,5/4/12,5
2091,1000736,Celatom Mine Expansion Project Proposal to Approve or Approve with Condition Authorized Mine Plan of Operation Permit Harney and Malheur Counties OR,EisDocument-NEPAccess-00020,Bureau of Land Management,Mineral Resource Extraction,OR,5/4/12,1
