document_id,process_id,title,folder,agency,action_type,state,register_date,total_count
540,1000154,American Centrifuge Plant Gas Centrifuge Uranium Enrichment Facility Construction Operation and Decommission License Issuance Piketon OH,EisDocument-ALIGN-00145,Nuclear Regulatory Commission,Energy generation/transmission,OH,5/19/06,2
3324,1001205,Driftless Area National Wildlife Refuge Comprehensive Conservation Plan to Recover and Conserve the Northern Monkshood and Iowa Pleistocene Snail IA,EisDocument-UOFA-01056,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,IA,2/17/06,2
11174,1004077,Scott Peak Project Area Harvesting Timber and Development of Road Management Tongass National Forest Petersburg Ranger District Northeast of Kupreanof Island AK,EisDocument-UOFA-01164,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,AK,1/20/06,1
12331,1004602,TIERED- FEIS Baltimore Harbor and Channels Dredged Material Management Plan (DMMP) To Analyze Dredged Material Placement Port of Baltimore Chesapeake Bay MD PA DE WV DC and NY,EisDocument-UOFA-01250,U.S. Army Corps of Engineers,Water Works,MD;PA;DE;WV;VA;DC;NY,1/20/06,3
4701,1001727,Golden Gate National Recreation Area (GGNRA) Fire Management Plan Implementation Muir Woods National Monument Fort Point National Historic Site San Mateo San Francisco and Marin Counties CA,2005_3063,National Park Service,,CA,12/23/05,1
11075,1004038,Santa Monica Mountains National Recreation Area Fire Management Plan Implementation Santa Monica Mountains CA,EisDocument-UOFA-00604,National Park Service,Conservation/Restoration/ Bio. Resource use,CA,12/23/05,1
4028,1001463,Fishtrap Project Proposed Timber Harvest Prescribed Burning Road Construction and Other Restoration Activities Lolo National Forest Plains/Thompson Falls Ranger District Sanders County MT,EisDocument-UOFA-01975,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,12/9/05,1
9532,2000805,Pacific Coast Groundfish Fishery Management Plan To Conserve and Enhance Essential Fish Habitat (EFH) Designation and Minimization of Advise Impacts Coast Exclusive Economic Zone WA OR and CA,EisDocument-UOFA-01496,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,Pacific Ocean,12/9/05,1
7366,1002677,Mark Twain National Forest Land and Resource Management Plan Implementation Revise to the 1986 Land and Resource Management Plan several counties MO,EisDocument-UOFA-00583,Forest Service,Land Management Plan,MO,12/2/05,6
536,8000050,Amendments to the Alaska Coastal Management Program Approval Implementation and Funding US Army COE 404 Permit AK,EisDocument-UOFA-02091,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,AK,11/25/05,12
11051,1004028,Santa Cruz River Paseo de las Iglesias Feasbility Study To Identify Define and Solve Environmental Degradation Flooding and Water Resource Problems City of Tucson Pima County AZ,EisDocument-UOFA-01767,U.S. Army Corps of Engineers,Conservation/Restoration/ Bio. Resource use,AZ,11/18/05,4
368,1000090,Alaska Peninsula and Becharof National Wildlife Refuges Revised Comprehensive Conservation Plan Implementation AK,EisDocument-UOFA-00948,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,AK,10/28/05,8
11971,1004379,Springdale Northern Bypass Project US Highway 412 Construction Additional Information Designation of a Preferred Alternative Funding and NPDES Permit Issuance Benton and Washington Counties AR,EisDocument-UOFA-00250,Federal Highway Administration,Transportation,AR,10/21/05,2
12533,1004562,The Town of Bloomsburg Columbia County Pennsylvania Flood Damage Reduction Project Implementation Integrated Feasibility Report Susquhanna River and Fishing Creek Town of Bloomsburg Columbia County PA,EisDocument-UOFA-00317,U.S. Army Corps of Engineers,Water Works,PA,10/21/05,1
7646,1002798,Middle East Fork Hazardous Fuel Reduction Project Implementation of Three Alternatives Bitterroot National Forest Sula Ranger District Ravalli County MT,EisDocument-UOFA-02064,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,10/14/05,1
11474,1004194,Sloan Canyon National Conservation Area Resource Management Plan Implementation Cities of Las Vegas and Henderson Clark County NV,EisDocument-UOFA-01082,Bureau of Land Management,Land Management Plan,NV,10/14/05,1
6127,1002245,Joseph Creek Rangeland Analysis Project Proposal to Allocate Forage for Commercial Livestock Grazing on Eleven Allotment Wallowa-Whitman National Forests Wallowa Valley Ranger District Wallowa County OR,EisDocument-UOFA-00964,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,10/7/05,1
10829,1003943,Saguaro National Park Fire Management Plan Implementation Tucson AZ,EisDocument-UOFA-00399,National Park Service,Land Management Plan,AZ,10/7/05,1
11832,1004330,Southern California National Forests Land Management Plans Revision of the Angeles Cleveland Los Padres and San Bernardino National Forests Land Management Plans Implementation San Bernardino Riverside and San Diego Counties CA,EisDocument-UOFA-01827,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,CA,9/30/05,3
7005,2000620,Low Country Gullah Culture Special Resource Study Gullah Culture Preservation and Protection Analysis to Consider the Suitability and Feasibility for Inclusion in the National Park Service System SC NC GA and FL,2005_3039,National Park Service,,,9/9/05,6
725,2000069,Arkansas River Navigation Study To Maintain and Improve the Navigation Channel in Order to Enhance Commercial Navigation on the McCellan Kerr Arkansa River Navigation System (MKARNS) Several Counties AR and Several Counties OK,EisDocument-UOFA-02301,U.S. Army Corps of Engineers,Water Works,AR;OK,8/19/05,2
8925,1003320,O'Hare Modernization Program Proposes Major Development Chicago O'Hare International Airport Airport Layout Plan (ALP) Federal Funding US Army COE Section 404 Permit City of Chicago IL,EisDocument-UOFA-01377,Federal Aviation Administration,Transportation,IL,8/5/05,2
10107,1003594,Pribilof Islands Setting for the Annual Subsistence Harvest of Northern Fur Seals To Determine and Publish the Take Ranges Pribilof Islands AK,NOAA_0189,National Oceanic and Atmospheric Administration,,AK,7/22/05,13
7384,1002683,Martin Basin Rangeland Project Authorize Continued Livestock Grazing in Eight Allotments: Martin Basin Indian West Side Flat Creek Buffalo Bradshaw Buttermilk Granite Peak and Rebel Creek Cattle and Horse Allotments Humboldt-Toiyabe National Forest Santa Rosa Ranger District Humboldt County NV,EisDocument-UOFA-00405,Forest Service,Conservation/Restoration/ Bio. Resource use,NV,7/15/05,1
13171,1004894,US 33 Nelsonville Bypass Project To Upgrade Existing Four-Lane Controlled Access Expressway between Haydenville in Hocking County and New Floodwood in Hocking and Athens Counties OH,EisDocument-UOFA-00378,Federal Highway Administration,Transportation,OH,7/8/05,2
893,1000283,B&B Fire Recovery Project Proposed Harvest of Fire-Killed Trees Reduction of Fuels Planting of Tree Deschutes National Forest Sisters Ranger District Jefferson and Deschutes Counties OR,EisDocument-UOFA-01233,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,7/1/05,1
10060,1003576,Power Fire Restoration Project To Reduce Long-Term Fuel Loading for the Purpose of Reducing Future Severity and Resistance to Control Amador Ranger District Eldorado National Forest Amado County CA,2005_3053,Forest Service,,CA,7/1/05,1
9414,1003692,PROGRAMMATIC - Proposed Revision to Grazing Regulations for the Public Lands 42 CFR Part 4100 in the Western Portion of the United States,2005_3022,Bureau of Land Management,,,6/17/05,1
14137,1005123,West Maurys Fuels and Vegetation Management Project Prescribed Fire Commercial and Noncommercial Thinning Grapple Piling and Hand Piling Implementation Lookout Mountain Range District Ochoco National Forest Crook County OR,EisDocument-UOFA-01609,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,6/17/05,1
1825,2000167,California Coastal National Monument Resource Management Plan To Protect Important Biological and Geological Values: Islands Rocks Exposed Reefs and Pinnacles above Mean High Tide CA OR and Mexico,2005_3014,Bureau of Land Management,,,6/10/05,1
7076,2000628,Lower Snake River Navigation Maintenance To Perform Routine Maintenace of the Federal Navigation Channel and Berthing Areas Lower Snake and Clearwater Rivers WA and ID,EisDocument-UOFA-01650,U.S. Army Corps of Engineers,Water Works,,6/10/05,1
974,1000312,Bar T Bar Anderson Springs Allotment Management Plans to Authorize Permitted Livestock Grazing for a 10-Year Period Coconino National Forest Mogollon Rim and Mormon Lake Ranger District Coconino County AZ,EisDocument-UOFA-00807,Forest Service,Conservation/Restoration/ Bio. Resource use,AZ,6/3/05,1
9548,2000809,Pacific Northwest Region Invasive Plant Program Preventing and Managing Invasive Plants Implementation Portions of Del Norte and Siskiyou Counties CA portions of Nez Perce Salmon Idaho and Adam Counties ID OR and WA,EisDocument-UOFA-00315,Forest Service,Conservation/Restoration/ Bio. Resource use,CA;ID;OR;WA,6/3/05,3
11420,1004172,Sioux Ranger District Oil and Gas Leasing Project Implementation Sioux Ranger District Custer National Harding County SD,2005_3062,Forest Service,,SD,6/3/05,1
6299,1002313,KeySpan Liquefied Natural Gas (LNG) Facility Upgrade Project Construction and Operation and Algonquin Gas Transmission Project Proposal for Site Construct and Operate a New Natural Gas Pipeline Coast Guard Permit US Army COE Section 10 and 404 Permits Providence County RI and New England,EisDocument-UOFA-01889,Federal Energy Regulatory Commission,Energy generation/transmission;Mineral Resource Extraction,RI,5/27/05,1
3774,1001368,Essential Fish Habitat Identification and Conservation Implementation North Pacific Fishery Management Council Magnuson-Stevens Fishery Conservation and Management Act AK,NOAA_0107,National Oceanic and Atmospheric Administration,,AK,5/6/05,7
2515,1000896,Coconino Kaibab and Prescott National Forest Integrated Treatment of Noxious and Invasive Weeds Implementation Coconino Mojave and Yavapai Counties AZ,EisDocument-UOFA-00292,Forest Service,Conservation/Restoration/ Bio. Resource use,AZ,2/11/05,1
12685,1004621,Tongue Allotment Management Plan Proposal to Continue Livestock Grazing on All or Portions of the 22 Allotment Bighorn National Forest Tongue and Medicine Wheel/ Paintrock Ranger Districts Johnson Sheridan and Bighorn Counties WY,EisDocument-ALIGN-00035,Forest Service,Conservation/Restoration/ Bio. Resource use,WY,2/4/05,1
13553,1004804,Upper Green River Area Rangeland Project Propose Site Specific Grazing Management Practices Bridger-Teton Forest Sublette Teton and Fremont Counties WY,EisDocument-UOFA-00580,Forest Service,Conservation/Restoration/ Bio. Resource use,WY,2/4/05,5
8785,1003234,Northeast National Petroleum Reserve Alaska Amended Integrated Activity Plan To Amend 1998 Northeast Petroleum Reserve To Consider Opening Portions of the BLM-Administrated Lands North Slope Borough AK,EisDocument-UOFA-01984,Bureau of Land Management,Land Management Plan;Mineral Resource Extraction,AK,1/28/05,62
13547,1004802,Upper Deschutes Resource Management Plan Implementation Deschutes Klamath Jefferson and Cook Counties OR,EisDocument-UOFA-00680,Bureau of Land Management,Land Management Plan,OR,1/14/05,1
10231,2000909,Puget Sound Chinook Harvest Resource Management Plan (RMP) 2004-2009 Implementation Endangered Species Act OR and WA,EisDocument-UOFA-02435.zip,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,WA,12/20/04,5
9808,1342,Picayune Strand Restoration (formerly Southern Golden Gate Estates Ecosystem Restoration) Comprehensive Everglades Resstoration Plan Implementation Collier County FL,EisDocument-UOFA-02482,U.S. Army Corps of Engineers,Water Works,FL,11/19/04,1
13897,1003692,WITHDRAWN - PROGRAMMATIC - Proposed Revision to Grazing Regulations for the Public Lands 42 CFR Part 4100 In the Western Portion of the United States,2004_3048,Bureau of Land Management,,,11/19/04,1
82,2000006,2005-2006 Pacific Coast Groundfish Fishery Proposed Acceptable Biological Catch and Optimum Yield Specifications and Management Measures WA OR and CA,EisDocument-UOFA-02185.zip,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,WA;OR;CA,11/12/04,1
6331,1002326,King Range National Conservation Area (KRNCA) Resource Management Plan Implementation Humboldt and Mendocino Counties CA,EisDocument-UOFA-02144,Bureau of Land Management,Land Management Plan,CA,11/12/04,1
12026,1004398,St. Regis Mohawk Tribe Mohawk Mountain Casino and Resort Proposed Transfer of 66 Acres of Land into Federal Trust Status Fee-to-Trust Acquisition Sullivan County NY,EisDocument-UOFA-01607,Bureau of Indian Affairs,Economic and Urban Development/Commerce;Land Exchange,NY,11/5/04,1
13453,1004763,Unalaska Navigation Improvements Projects Construction of Harbor on Amaknak Island in Aleutian Island Chain Locally known as 'Little South America' Integrated Feasiblity Report Aleutian Island AK,EisDocument-UOFA-02133,U.S. Army Corps of Engineers,Water Works,AK,10/29/04,1
2863,1001030,Crooked River National Grassland Vegetation Management/Grazing Vegetation Treatments and Grazing Disposition Ochoco National Forest Jefferson County OR,EisDocument-UOFA-00942,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,10/22/04,1
10483,2000945,Rhode Island Region Long-Term Dredged Material Disposal Site Evaluation Project Designation of One or More Long-Term Ocean Disposal Sites RI and MA,EisDocument-UOFA-00384,Environmental Protection Agency,Conservation/Restoration/ Bio. Resource use,RI,10/22/04,2
9482,1003716,PROGRAMMATIC - Upper Mississippi River and Illinois Waterway System Navigation Feasibility Study (UMR-IWW) Addressing Navigation Improvement Planning and Ecological Restoration Needs MS IL IA MN MO WI,EisDocument-UOFA-01427,U.S. Army Corps of Engineers,Water Works,IL;MN;WI;IA;MO,10/8/04,1
13652,1004988,Utah Lake Drainage Basin Water Delivery System (ULS) Construction and Operation Bonneville Unit of the Central Utah Project (CUP) Utah Salt Lake Wasatch and Juab Counties UT,EisDocument-UOFA-01041,Department of the Interior,Water Works,UT,10/8/04,1
3571,1001301,Easy Fire Recovery Project and Proposed Non-Significant Forest Plan Amendments Timber Salvage Future Fuel Reduction Road Reconstruction and Maintenance Road Closure Tree Planting and Two Non-Significant Forest Plan Amendments Implementation Malheur National Forest Prairie City Ranger District Grant County OR,EisDocument-UOFA-01345,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,9/24/04,1
332,1000076,Akutan Harbor Navigation Improvements Project Construction and Implementation Bering Sea City of Akutan AK,2004_3002,U.S. Army Corps of Engineers,,AK,9/10/04,1
449,1000123,Alpine Satellite Development Plan Proposal for Construction and Operation of Five Oil Production Pads Associated Wells Roads Airstrips Pipelines and Power Lines Authorization US Army COE Section 10 and 404 EPA Clean Water Act and US Coast Guard Bridge Permits Issuance or Denial Northeast corner of the National Petroleum Reserve- Alaska Colville River Delta North Slope Borough AK,2004_3006,Bureau of Land Management,,AK,9/3/04,40
1180,1000392,Bering Sea and Aleutian Islands King and Tanner Crab Fisheries and Fishery Management Plan Implementation United States Exclusive Economic Zone (EEZ) off Alaska AK,EisDocument-UOFA-00042,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,AK,9/3/04,78
13883,1005260,WITHDRAWN - Gravina Island Timber Sale Implementation Timber Harvest and Related Activities Ketchikan-Misty Fiords Ranger District Tongass National Forest AK,EisDocument-UOFA-01707,Forest Service,Land Management Plan,AK,8/20/04,5
2333,1000821,Chippewa and Superior National Forests Land and Resource Management Plans Revision Implementation Beltrami Cass Itasca Cook Lake and St. Louis Counties MN,EisDocument-UOFA-01076,Forest Service,Conservation/Restoration/ Bio. Resource use;Recreation,MN,8/13/04,1
9528,1003377,Pacific Coast Groundfish Fishery Management Plan Amendment 16-3 Adoption of Rebuilding Plans for Bocaccio Cow Cod Widow Rockfish and Yelloweye Rockfish Implementation Maximum Sustainable Yield (MSY) WA OR ID and CA,EisDocument-UOFA-01292,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,Pacific Ocean,7/30/04,2
3628,1001317,El Rio Antiguo Feasibility Study Ecosystem Restoration along the Rillito River Pima County AZ,EisDocument-UOFA-02139,U.S. Army Corps of Engineers,Conservation/Restoration/ Bio. Resource use;Water Works,AZ,7/23/04,1
6606,1002423,Larson Reforestation and Fuel Reduction Project Implementation Stanislaus National Forest Groveland Ranger Distrct Mariposa and Tuolumne Counties CA,EisDocument-UOFA-00959,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,7/23/04,2
6001,1002195,Jack Morrow Hills Coordinated Activity Plan/Draft Green River Resource Management Plan Updated Information Rock Springs Portions of Sweetwater Fremont and Subelette Counties WY,EisDocument-UOFA-01419,Bureau of Land Management,Land Management Plan,WY,7/16/04,2
12594,1004583,Threemile Timber Sale Implementation Petersburg Ranger District Tongass National Forest AK,2004_3032,Forest Service,,AK,7/9/04,1
3475,1001265,East Fork Fire Salvage Project Timber Harvesting of Dead and Dying Trees Implementations Evanston Ranger District Wasatch-Cache National Forest Summit County UT,EisDocument-UOFA-02234,Forest Service,Conservation/Restoration/ Bio. Resource use,UT,6/25/04,1
4401,1000151,GENERIC - Essential Fish Habitat Amendment to the Fishery Management Plans of the Gulf of Mexico (GOM) for Shrimp Fishery Red Drum Fishery Reef Fish Fishery Stone Crab Fishery Coral and Coral Reef Fishery and Spiny Lobster Fishery of the GOM and South Atlantic Coastal Migratory Pelagic Resources of the GOM and South Atlantic TX LA MS FL and AL,EisDocument-UOFA-02374,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,Gulf of Mexico;Atlantic Ocean,6/25/04,2
4102,1001493,Flying Cloud Airport Substantive Changes to Alternatives and New Information Extension of the Runways 9R/27L and 9L/27R Long-Term Comprehensive Development In the City of Eden Prairie Hennepin County MN,EisDocument-UOFA-00794,Federal Aviation Administration,Transportation,MN,6/18/04,1
13682,1005034,VT 9/100 Transportation Improvement Study (NH-010-1(33) In the Towns of Wilmington and West Dover Federal Permits and Approvals NPDES Permit and COE Section 10 and 404 Permits. Windham County VT,EisDocument-UOFA-00404,Federal Highway Administration,Transportation,VT,6/18/04,3
1313,1000439,Biscuit Fire Recovery Project Various Management Activities Alternatives Implementation The Rogue River and Siskiyou National Forests Josephine and Curry Counties OR,EisDocument-UOFA-01979,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,6/4/04,3
8087,1002978,Multiple Habitat Conservation Program for Threatened and Endangered Species Due to the Urban Growth within the Planning Area Adoption and Incidental Take Permits Issuance San Diego County CA,EisDocument-UOFA-02477,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,CA,5/28/04,1
3762,1001364,Equity Oil Company Federal 32-4 and 23-21 Oil and Gas Wells Surface Use Plan of Operation (SUPO) Implementation Located in the Bell Lake Inventoried Roadless Area (IRA) Dakota Prairie Grasslands Medora Ranger District Golden Valley County ND,EisDocument-UOFA-01151,Forest Service,Mineral Resource Extraction,ND,5/21/04,1
